Facility ID,Name,Address,Regulation Date,Expiration Date,Conditional,Inspection 1 Date,Inspection 1 Type,Inspection 1 Findings,Inspection 2 Date,Inspection 2 Type,Inspection 2 Findings,Inspection 3 Date,Inspection 3 Type,Inspection 3 Findings,Inspection 4 Date,Inspection 4 Type,Inspection 4 Findings,Inspection 5 Date,Inspection 5 Type,Inspection 5 Findings,Inspection 6 Date,Inspection 6 Type,Inspection 6 Findings,Inspection 7 Date,Inspection 7 Type,Inspection 7 Findings,Inspection 8 Date,Inspection 8 Type,Inspection 8 Findings,Inspection 9 Date,Inspection 9 Type,Inspection 9 Findings,Inspection 10 Date,Inspection 10 Type,Inspection 10 Findings,Inspection 11 Date,Inspection 11 Type,Inspection 11 Findings,Inspection 12 Date,Inspection 12 Type,Inspection 12 Findings,Inspection 13 Date,Inspection 13 Type,Inspection 13 Findings,Inspection 14 Date,Inspection 14 Type,Inspection 14 Findings,Inspection 15 Date,Inspection 15 Type,Inspection 15 Findings,Inspection 16 Date,Inspection 16 Type,Inspection 16 Findings,Inspection 17 Date,Inspection 17 Type,Inspection 17 Findings,Inspection 18 Date,Inspection 18 Type,Inspection 18 Findings,Inspection 19 Date,Inspection 19 Type,Inspection 19 Findings,Inspection 20 Date,Inspection 20 Type,Inspection 20 Findings
93281,Cascade Academy LLC dba Cascade Academy,"430 W 200 N, Midway, UT, 84049",2022-04-01,2026-03-31,False,2025-08-25,2nd Unannounced,None,2025-06-02,"Unannounced, Annual Inspection",None,2025-03-24,"Follow-Up Inspection, Non On-Site Inspection",None,2025-02-13,"Announced, Annual Inspection",None,2024-11-05,3rd Unannounced,None,2024-09-05,2nd Unannounced,None,2024-05-08,"Unannounced, Annual Inspection",None,2024-04-10,Non On-Site Inspection,None,2024-03-06,Follow-Up Inspection,None,2024-02-20,"Announced, Annual Inspection",None,2023-12-21,3rd Unannounced,None,2023-08-04,2nd Unannounced,None,2023-06-20,"Unannounced, Annual Inspection",None,2023-03-15,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,
112281,Cascade Home,"1374 Red Filly Rd, Heber City, UT, 84032",2024-06-25,2026-06-30,False,2025-08-25,"Unannounced, Annual Inspection",None,2025-05-06,"Announced, Annual Inspection",None,2025-03-17,3rd Unannounced,None,2024-11-05,2nd Unannounced,None,2024-09-05,"Unannounced, Annual Inspection",None,2024-06-12,Pre-Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93761,Cascade Lodge,"9091 E 100 S, Huntsville, UT, 84317",2022-03-01,2026-05-31,False,2025-09-18,"Unannounced, Annual Inspection",None,2025-06-25,3rd Unannounced,None,2025-03-24,2nd Unannounced,None,2024-12-17,Investigation Inspection,None,2024-12-16,"Unannounced, Annual Inspection",None,2024-09-23,Non On-Site Inspection,None,2024-09-10,"Announced, Annual Inspection","R501-1-12(4)(a)-(c): Required signed agreements... | Finding: The provider was out of compliance with this rule by not having signed intake documents or a signed consent for treatment that contained rules of the program and the client rights. At the time of inspection, none of the signed intake documents contained rules of the program or clients rights or any type of signed statements stating the client, parent or guardian received the rules of the program and the client rights. This was a repeat noncompliance.... | R501-1-16(2)(a)-(q): Program policy and training... | Finding: The provider was out of compliance with this rule by not ensuring each staff member completes all required yearly training. At the time of inspection, staff did not have yearly training on how to identify the signs and symptoms of clients presenting under the influence of substances or alcohol. This was a repeat noncompliance....",2024-05-01,3rd Unannounced,None,2024-02-26,Non On-Site Inspection,None,2024-02-08,2nd Unannounced,R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with this rule by not ensuring each bathroom is properly equipped with soap. At the time of inspection one of the client bathrooms did not contain soap. This was a repeat noncompliance....,2023-12-12,Non On-Site Inspection,None,2023-12-06,"Unannounced, Annual Inspection",None,2023-10-24,Non On-Site Inspection,None,2023-09-26,"Announced, Annual Inspection",None,2023-07-25,Non On-Site Inspection,None,2023-06-27,2nd Unannounced,None,2023-04-06,Investigation Inspection,None,2023-01-17,Initial Unannounced,None,2022-11-30,Non On-Site Inspection,None,2022-11-15,"Announced, Annual Inspection",None
93248,Catalyst Residential Treatment Center dba Gray House,"1004 S 1025 W, Brigham City, UT, 84302",2022-04-01,2026-03-31,False,2025-07-31,2nd Unannounced,None,2025-05-06,"Unannounced, Annual Inspection",None,2025-05-06,Follow-Up Inspection,None,2025-04-08,Follow-Up Inspection,"R501-1-13(5)(a)-(b): Private placement reporting... | Finding: The licensee was out of compliance with R501-1-13(5)(a)-(b) by not reporting private placements to the office by the fifth business day of each month. During the file review, the licensor observed that the provider had not reported on all months of the year. This rule non-compliance is a repeat non-compliance as noted on 02/13/2023, 02/29/2024, 03/25/2024, 2/26/2025, and 3/17/2025....",2025-03-27,Follow-Up Inspection,None,2025-03-17,"Follow-Up Inspection, Non On-Site Inspection","R501-1-16(2)(a)-(q): Program policy and training... | Finding: The licensee was out of compliance with R501-1-16(2)(a)-(q) by not having all employees trained annually on the required topics. During the file review, it was observed that some employees had not received each of the required annual trainings. This rule non-compliance is a repeat noncompliance as noted on 02/13/2023, 02/29/2024, 03/25/2024, and 2/26/2025.... | R501-1-16(1)(a)-(u): Pre-service training requirements... | Finding: The licensee was out of compliance with R501-1-16(1)(a)-(u) by not ensuring all employees were trained on the required pre-service training topics within 30 days of hire. During the file review, not all employees had received the necessary pre-service trainings and were past 30 days of hire. This rule was previously found out of compliance on 2/26/2025.... | R501-1-13(5)(a)-(b): Private placement reporting... | Finding: The licensee was out of compliance with R501-1-13(5)(a)-(b) by not reporting private placements to the office by the fifth business day of each month. During the file review, the licensor observed that the provider had not reported on all months of the year. This rule non-compliance is a repeat non-compliance as noted on 02/13/2023, 02/29/2024, 03/25/2024, and 2/26/2025.... | R501-1-13(1)(a)-(h): Intake assessment requirements... | Finding: The licensee was out of compliance with R501-1-13(1)(a)-(h) by not having an intake assessment completed for each client surveyed with each of the required items. During the file review, the provider was unable to show that two clients surveyed had an intake assessment from the program, while a third client had an intake assessment that was missing information regarding gender identity and individualized assessment for bedroom and bathroom assignments, cultural background, and family history and dynamics. This rule non-compliance is a repeat non-compliance as noted on 02/29/2024 and 2/26/2025.... | R501-1-11(1)(a)-(o): Required client information... | Finding: The licensee was out of compliance with R501-1-11(1)(a)-(o) by not asking identified gender information on intake paperwork and not having all critical incidents stored with clients’ files. During the file review, identified gender could not be found on the intake paperwork and a client file had a known critical incident involving the client that was not stored with it. This rule non-compliance is a repeat non-compliance as noted on 02/13/2023, 02/29/2024, and 2/26/2025.... | R501-1-10(5)(a)-(b): Documented safe food practices training... | Finding: The licensee was out of compliance with R501-1-10(5)(a)-(b) by not having documentation of employee training on safe food practices. During the file review, the provider was unable to show a way employees had been trained on allowances for nutritious snacks and how to accommodate clients with special dietary needs. This rule was previously found out of compliance on 2/26/2025....",2025-02-26,"Announced, Annual Inspection","R501-1-16(2)(a)-(q): Program policy and training... | Finding: The provider was out of compliance with R501-1-16(2)(a)-(q) by not having all employees trained annually on the required topics. During the file review, it was observed that some employees had not received each of the required annual trainings. This rule non-compliance is a repeat noncompliance as noted on 02/13/2023, 02/29/2024, and 03/25/2024.... | R501-1-15(10)(a)-(f): Required personnel information... | Finding: The provider was out of compliance with R501-1-15(10)(a)-(f) by not storing critical incidents with personnel files. During the file review, the provider had no way to show what critical incidents a given employee had been involved in. This rule non-compliance is a repeat non-compliance as noted on 02/13/2023.... | R501-1-13(5)(a)-(b): Private placement reporting... | Finding: The provider was out of compliance with R501-1-13(5)(a)-(b) by not reporting private placements to the office by the fifth business day of each month. During the file review, the licensor observed that the provider had not reported on all months of the year. This rule non-compliance is a repeat non-compliance as noted on 02/13/2023, 02/29/2024 and 03/25/2024.... | R501-1-12(5)(a)-(d): Discharge plan resources... | Finding: The provider was out of compliance with R501-1-12(5)(a)-(d) by not having a discharge plan completed for a client. During the file review, a client who had left the program over 30 days ago did not have a discharge plan. This rule non-compliance is a repeat non-compliance as noted on 02/13/2023 and 02/29/2024.... | R501-1-11(1)(a)-(o): Required client information... | Finding: The provider was out of compliance with R501-1-11(1)(a)-(o) by not asking identified gender information on intake paperwork and not having all critical incidents stored with clients’ files. During the file review, identified gender could not be found on the intake paperwork and a client file had a known critical incident involving the client that was not stored with it. This rule non-compliance is a repeat non-compliance as noted on 02/13/2023 and 02/29/2024....",2024-11-13,3rd Unannounced,None,2024-08-21,"Complaint, Investigation Inspection","R380-80-6(1)(a)-(i): Client rights... | Finding: The provider was out of compliance with this rule by staff member's not treating clients with dignity and respect.  During the inspection, multiple clients reported that certain staff have yelled and used inappropriate language directly to the clients on multiple occasions. This was a repeat noncompliance.... | R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with the rule by not reporting critical incidents to the Office. During the inspection, client and staff interviews confirmed that critical incidents occurred on 08/18/2024 and 08/19/2024 that had not been reported.  This is repeat noncompliances....",2024-08-21,Follow-Up Inspection,None,2024-08-12,2nd Unannounced,"R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with the rule by not having all bathrooms stocked with hand soap, not having all prescription medication stored in its original pharmacy packaging, and not ensuring client health and safety regarding vehicle safety at the time of the inspection. This rule non-compliance is a repeat non-compliance.... | R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with the rule by not reporting critical incidents to the office. During the inspection, client interviews revealed two critical incidents that had not been reported. This rule non-compliance is a repeat non-compliance....",2024-07-15,"Follow-Up, Additional Follow-Up Inspection",None,2024-06-25,Follow-Up Inspection,"R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with the rule by not having medication stored in original pharmacy packaging. During the inspection, the licensor observed free-floating prescription medications and medications stored in plastic baggies separate from their original pharmacy packaging. This non-compliance is a repeat non-compliance....",2024-05-30,"Unannounced, Annual Inspection",R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with the rule by having three restrooms missing hand soap and medication out of original pharmacy packaging during the inspection. This non-compliance is a repeat non-compliance....,2024-04-22,Non On-Site Inspection,None,2024-04-01,Investigation Inspection,None,2024-04-01,Focus Inspection,R380-80-6(1)(a)-(i): Client rights... | Finding: The provider was out of compliance with this rule by a staff member not treating a client with dignity and being disrespectful during an incident on 02/28/2024 by insulting the client numerous times.  This non-compliance was confirmed during an inspection on 04/01/2024. This is a repeat noncompliance....,2024-03-25,Non On-Site Inspection,"R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with the rule by not having medication in original pharmacy packaging, and by not having the facility maintained and free of health and fire hazards. During the inspection on 2/29/2024, the licensor observed that prescription medication was not consistently being stored with its original packaging.

This rule non-compliance is a repeat non-compliance. This rule non-compliance is a repeated non-compliance from 2/29/2024, as this non-compliance item was not resolved.... | R501-1-16(2)(a)-(q): Program policy and training... | Finding: The provider was out of compliance with this rule by not having all annual trainings completed and documented for employees. During the inspection on 2/29/2024, the licensor observed that the provider did not have documentation of multiple annual trainings, and had not done some annual trainings.

This rule non-compliance is a repeat non-compliance. This rule non-compliance is a repeated non-compliance from 2/29/2024, as this non-compliance item was not resolved.... | R501-1-13(5)(a)-(b): Private placement reporting... | Finding: The provider was out of compliance with the rule by not consistently reporting private placements to the Office of Licensing. At the time of the inspection on 2/29/2024, multiple months of private placement reporting were absent.

This rule non-compliance is a repeat non-compliance. This rule non-compliance is a repeated non-compliance from 2/29/2024, as this non-compliance item was not resolved.... | R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with the rule by not reporting critical incidents to the office of licensing. During the inspection on 2/29/2024, the licensor discussed various incidents with the provider that were critical incidents that had not been reported.

This rule non-compliance is a repeat non-compliance. This rule non-compliance is a repeated non-compliance from 2/29/2024, as this non-compliance item was not resolved....",2024-02-29,"Announced, Annual Inspection","R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with the rule by not having medication in original pharmacy packaging, and by not having the facility maintained and free of health and fire hazards. During the inspection, the licensor observed that prescription medication was not consistently being stored with its original packaging.

This rule non-compliance is a repeat non-compliance.... | R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with the rule by not reporting critical incidents to the office of licensing. During the inspection, the licensor discussed various incidents with the provider that were critical incidents that had not been reported.

This rule non-compliance is a repeat non-compliance....",2024-02-07,Non On-Site Inspection,None
93247,Catalyst Residential Treatment Center dba Red House,"970 S 1025 W, Brigham City, UT, 84302",2022-04-01,2026-03-31,False,2025-07-31,2nd Unannounced,None,2025-05-06,"Unannounced, Annual Inspection",None,2025-02-26,"Announced, Annual Inspection",None,2024-11-13,3rd Unannounced,None,2024-08-12,2nd Unannounced,None,2024-05-30,"Unannounced, Annual Inspection",None,2024-04-22,Non On-Site Inspection,None,2024-02-29,"Announced, Annual Inspection","R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with the rule by not ensuring that the appearance & cleanliness of the building/grounds are maintained and free from health/fire hazards and that any appliances, plumbing, electrical, HVAC, and furnishings are maintained in operating order and in a clean and safe condition. During the inspection, the licensor observed multiple items that needed repair, cleaning, or to be addressed before this site started taking on clients again, including a cracked toilet lid, a stair needing repair, a baseboard needing replacement, cleanliness concerns with one of the bathrooms,  and a few holes that needed to be patched.

This rule non-compliance is a repeat non-compliance....",2023-12-28,3rd Unannounced,None,2023-07-13,2nd Unannounced,None,2023-06-15,Non On-Site Inspection,None,2023-05-08,"Unannounced, Annual Inspection",R501-1-15(2): Facility and furnishings maintained... | Finding: The provider was out of compliance by having electrical outlet cover plates missing....,2023-03-23,Follow-Up Inspection,None,2023-02-14,"Announced, Annual Inspection",None,2022-12-13,2nd Unannounced,None,,,,,,,,,,,,,,,
93323,Certs dba Kolob Canyon Residential Treatment Center,"1338 E 600 S, New Harmony, UT, 84757",2022-06-01,2026-05-31,False,2025-10-06,2nd Unannounced,None,2025-07-15,"Unannounced, Annual Inspection",None,2025-04-24,"Announced, Annual Inspection",None,2025-01-06,3rd Unannounced,None,2024-10-15,2nd Unannounced,None,2024-07-01,"Unannounced, Annual Inspection",None,2024-05-14,"Follow-Up Inspection, Non On-Site Inspection",None,2024-05-03,Non On-Site Inspection,None,2024-04-19,"Announced, Annual Inspection",None,2024-01-08,2nd Unannounced,None,2023-08-10,"Unannounced, Annual Inspection",None,2023-05-26,"Follow-Up Inspection, Non On-Site Inspection",None,2023-04-26,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,
93321,Certs dba Moonridge Academy,"9450 W 2400 S, Cedar City, UT, 84720",2022-06-01,2026-05-31,False,2025-10-06,2nd Unannounced,None,2025-07-15,"Unannounced, Annual Inspection",None,2025-04-23,"Follow-Up Inspection, Non On-Site Inspection",None,2025-04-08,"Announced, Annual Inspection",None,2025-01-06,3rd Unannounced,None,2024-10-22,2nd Unannounced,None,2024-07-01,"Unannounced, Annual Inspection",None,2024-04-17,Non On-Site Inspection,None,2024-04-11,"Announced, Annual Inspection",None,2024-01-17,3rd Unannounced,None,2023-07-05,"Unannounced, Annual Inspection",None,2023-05-15,"Follow-Up Inspection, Non On-Site Inspection",None,2023-05-09,Follow-Up Inspection,None,2023-05-09,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,
99192,Chateau Health  Wellness,"400 W 4200 N, Oakley, UT, 84055",2022-07-01,2026-07-31,False,2025-08-07,Non On-Site Inspection,None,2025-07-15,"Announced, Annual Inspection, Pre-Inspection",None,2024-06-20,"Announced, Annual Inspection",None,2023-06-22,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93342,Compass Academy 1 LLC,"4800 E 17160 N, Moroni, UT, 84646",2022-07-01,2026-06-30,False,2025-10-07,"Follow-Up, Additional Follow-Up Inspection",None,2025-08-06,"Unannounced, Annual Inspection",None,2025-07-02,Investigation Inspection,"R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The provider is out of compliance with R501-19-3(f) by staff failing to perform direct supervision with line of sight check-ins every 15 minutes.   During inspection interviews, it was reported that the client was allowed to be in the green house alone to calm down; twenty minutes later, the client was nowhere to be found and was considered to be AWOL from the program....",2025-04-30,"Announced, Annual Inspection",None,2025-02-25,Non On-Site Inspection,None,2025-02-06,3rd Unannounced,R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with this rule by having a hole in the wall  leading to client bedrooms. During the inspection the licensor observed a hole in the hallway wall leading to client bedrooms....,2024-12-18,2nd Unannounced,None,2024-07-25,"Unannounced, Annual Inspection",None,2024-04-24,"Announced, Annual Inspection",None,2024-03-07,Non On-Site Inspection,None,2024-02-29,3rd Unannounced,None,2024-02-12,Investigation Inspection,None,2023-12-27,Non On-Site Inspection,None,2023-12-12,2nd Unannounced,None,2023-10-26,Investigation Inspection,None,2023-09-18,Investigation Inspection,None,2023-09-14,"Unannounced, Annual Inspection",None,2023-06-13,"Announced, Annual Inspection",None,2023-05-09,Investigation Inspection,None,2023-03-16,"Unannounced, Annual Inspection",None
99846,"Copa Health, Inc. dba Copa - Magna Treatment Facility","8265 West 2700 South, Magna, UT, 84044",2023-06-23,2026-06-30,False,2025-09-29,"Unannounced, Annual Inspection",None,2025-06-20,"Follow-Up Inspection, Non On-Site Inspection",None,2025-06-06,"Follow-Up Inspection, Non On-Site Inspection",None,2025-05-22,"Announced, Annual Inspection",R501-1-16(2)(a)-(q): Program policy and training... | Finding: The Licensee was out of compliance with R501-1-16(2)(b)&(h) by not conducting an annual training on the relevant licensing categorical rules and not having a firearms policy for employees. During the inspection the licensee did not have documentation for all the required trainings. This is a repeat noncompliance as noted on 5.23.24.... | R501-1-13(1)(a)-(h): Intake assessment requirements... | Finding: The licensee was out of compliance with R501-1-13(1)(b)&(c) by not having the required client information in one of the three client files reviewed. During the inspection this licensor observed that the information was missing from the client file....,2025-05-14,"Investigation Inspection, Non On-Site Inspection","R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The Licensee was out of compliance with R380-600-7(16)(a-d) by not reporting a critical incident to the Office within one business day. During review of critical incidents it was identified that the incident occurred on 5/11/2025 and was not reported until 5/14/20205.  This was a repeat noncompliance as noted on 4/22/2025, 2/25/2025, 3/18/2024, 2/13/2024 and 10/12/2023....",2025-05-08,Follow-Up Inspection,None,2025-04-22,"Investigation Inspection, Non On-Site Inspection","R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The Licensee was out of compliance with R380-600-7(16)(a-d) by not reporting a critical incident to the Office within one business day. During review of critical incidents it was identified that the incident occurred on 4/16/2025 and was not reported until 4/21/2025. This is a repeat noncompliance as noted on 2/25/2025, 3/18/2024, 2/13/2024 and 10/12/2023....",2025-03-24,"Follow-Up Inspection, Non On-Site Inspection",None,2025-03-13,3rd Unannounced,None,2025-02-25,"Focus, Non On-Site",R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with this rule by not reporting a critical incident to the Office within one business day. During review of critical incidents it was identified that the incident occurred on 2/20/2025 and was not reported until 2/24/2025....,2025-01-14,Non On-Site Inspection,None,2024-12-23,2nd Unannounced,None,2024-11-20,Investigation Inspection,None,2024-10-10,Investigation Inspection,None,2024-09-03,Investigation Inspection,None,2024-08-15,Non On-Site Inspection,None,2024-08-08,"Unannounced, Annual Inspection",None,2024-07-15,Investigation Inspection,None,2024-06-27,Investigation Inspection,None,2024-06-27,Follow-Up Inspection,None
93343,Copper Hills Youth Center,"5899 W Rivendell Dr, West Jordan, UT, 84081",2022-08-01,2026-07-31,False,2025-08-27,Follow-Up Inspection,None,2025-07-21,Investigation Inspection,None,2025-07-11,"Follow-Up Inspection, Unannounced, Annual Inspection",None,2025-07-01,"Follow-Up Inspection, Non On-Site Inspection",None,2025-06-19,Investigation Inspection,None,2025-06-11,"Announced, Annual Inspection","R380-600-7(16)(a)-(e): Critical incidents reporting requirements... | Finding: The Licensee was out of compliance with R380-600-7(16)(a-d) by not reporting a critical incident to the Office within one business day. During the inspection it was observed that three critical incidents were not reported to the office by the previous Risk Manager. This is a repeat citation as noted on May 1, 2025....",2025-06-06,Investigation Inspection,None,2025-05-01,"Complaint, Investigation Inspection","R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The Licensee was out of compliance with rule R380-600-7(16)(a) by not submitting a critical incident report to the office within one business day.  During the inspection, the investigator verified that a critical incident occurred on February 14, 2025 and was not reported to Licensing until May 07, 2025.... | R501-19-4(2)(a)-(b): Intermediate secure treatment ratios... | Finding: The Licensee was out of compliance with Rule R501-19-4(2)(b) by failing to maintain a staff-to-client ratio of one staff to every five clients.  During the inspections, the investigators observed one unit had one staff member with twelve students and another unit with two staff members and twelve students.... | R380-600-7(16)(a)-(e): Critical incidents reporting requirements... | Finding: The Licensee was out of compliance with rule R380-600-7(16)(a) by not submitting a critical incident report to the office within one business day.  During the inspection, the investigator verified that a critical incident occurred on April 16, 2025 and was not reported to Licensing until April 25, 2025.  This was a repeat noncompliance as noted on March 03, 2023, February 01, 2023, and November 29, 2022....",2025-04-17,"Complaint, Investigation Inspection","R380-80-4(2): Report abuse or neglect... | Finding: The Licensee was out of compliance with rule R380-80-4(2) by not immediately submitting a critical incident report to Child Protective Services notifying them of a staff member subjecting clients to abuse, neglect or exploitation. During the inspection, the investigator verified that a critical incident occurred and was not immediately reported to Child Protective Services....",2025-03-10,3rd Unannounced,None,2024-12-20,Investigation Inspection,None,2024-11-25,Investigation Inspection,None,2024-11-25,2nd Unannounced,None,2024-10-01,Investigation Inspection,None,2024-09-18,Investigation Inspection,None,2024-07-25,"Unannounced, Annual Inspection",None,2024-06-05,Follow-Up Inspection,None,2024-05-29,"Announced, Annual Inspection",None,2024-03-18,Investigation Inspection,None,2024-02-15,3rd Unannounced,None
